phantom,thickness,kvp_pair,noise_level,radius,pair_index,rmse_rel_rho,rmse_rel_z,selected_file,n_materials
Body-Abdomen,1.5,70-140,0.1,0.25,6,0.1112348101246675,0.2082397709517039,results/Saito/Saito-Body-1.5/saito_comparison_0.25_2025_08_08-16_28_11.json,9
Body-Abdomen,1.5,80-100,0.1,0.25,2,0.1848581486261482,0.20823978703452165,results/Saito/Saito-Body-1.5/saito_comparison_0.25_2025_08_08-16_28_11.json,9
Body-Abdomen,1.5,80-120,0.1,0.25,7,0.10368036735128909,0.20823977319312292,results/Saito/Saito-Body-1.5/saito_comparison_0.25_2025_08_08-16_28_11.json,9
Body-Abdomen,1.5,80-140,0.1,0.25,8,0.1256623046332301,0.2082397831243136,results/Saito/Saito-Body-1.5/saito_comparison_0.25_2025_08_08-16_28_11.json,9
Body-Abdomen,1.5,70-100,0.01,0.5,2,0.106399812006621,0.20823978348573755,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,70-120,0.01,0.5,4,0.07124356945749241,0.2082397800436841,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,70-140,0.01,0.5,7,0.020075710459025224,0.2082397772694784,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,80-100,0.01,0.5,2,0.0917799553681884,0.2082397832425668,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,80-120,0.01,0.5,0,0.053402297112563335,0.2082397825314237,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,80-140,0.01,0.5,7,0.026074334718421143,0.2082397814061086,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,70-100,0.05,0.5,0,0.10565085925962922,0.20823978480875358,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,70-120,0.05,0.5,8,0.08391554548003691,0.2082397796397962,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,70-140,0.05,0.5,6,0.057638093313564044,0.20823978068509294,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,80-100,0.05,0.5,0,0.1370156758388823,0.2082397890402528,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,80-120,0.05,0.5,5,0.07159432252220259,0.20823977887504092,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,80-140,0.05,0.5,5,0.04800368159295345,0.20823978098446064,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,70-100,0.1,0.5,5,0.1560687998330325,0.2082397838769473,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,70-120,0.1,0.5,2,0.06278528992209766,0.20823977810921598,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,70-140,0.1,0.5,9,0.05632486623411464,0.20823978003259672,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,80-100,0.1,0.5,2,0.22348104249915796,0.20823978935254722,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,80-120,0.1,0.5,7,0.07091396742497241,0.20823978327456855,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,80-140,0.1,0.5,9,0.06557191759366625,0.20823978564513332,results/Saito/Saito-Body-1.5/saito_comparison_0.5_2025_08_08-16_45_15.json,9
Body-Abdomen,1.5,70-100,0.01,0.75,9,0.1255045316898978,0.20823978178046398,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,70-120,0.01,0.75,9,0.05436373321746174,0.20823978066375504,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,70-140,0.01,0.75,9,0.019972751851271613,0.20823977884563205,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,80-100,0.01,0.75,2,0.12248018421380183,0.20823978454101447,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,80-120,0.01,0.75,5,0.046928544485750956,0.20823978163813536,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,80-140,0.01,0.75,8,0.019875042054732905,0.2082397799458331,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,70-100,0.05,0.75,0,0.13232153485422704,0.2082397828391111,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,70-120,0.05,0.75,9,0.0767287607260913,0.20226332375516534,results/Tanaka/Tanaka-Body-1.5/tanaka_comparison_0.75_2025_08_21-09_22_16.json,14
Body-Abdomen,1.5,70-140,0.05,0.75,5,0.03412663751706937,0.20823978249592817,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,80-100,0.05,0.75,3,0.1424501091152281,0.20823978129149132,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,80-120,0.05,0.75,5,0.06037122352686873,0.2082397801397965,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,80-140,0.05,0.75,4,0.029744807592766587,0.2082397806177046,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,70-100,0.1,0.75,5,0.13037769120365836,0.208239783358849,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,70-120,0.1,0.75,2,0.07263787427379098,0.2082397803743946,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,70-140,0.1,0.75,8,0.03610135705669264,0.20823978393666853,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,80-100,0.1,0.75,5,0.17204706520606214,0.2082397877110993,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,80-120,0.1,0.75,2,0.0806963937656836,0.20823978618592506,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,80-140,0.1,0.75,8,0.03563209939141373,0.2082397786378019,results/Saito/Saito-Body-1.5/saito_comparison_0.75_2025_08_08-17_02_19.json,9
Body-Abdomen,1.5,70-100,0.01,1.0,9,0.15346082015004275,0.2082397816259197,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,70-120,0.01,1.0,6,0.07968724708141821,0.20823977936239046,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,70-140,0.01,1.0,7,0.02457234806883764,0.2082397765369538,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,80-100,0.01,1.0,2,0.1539582305470311,0.2082397837222155,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,80-120,0.01,1.0,6,0.0734710241629462,0.20823978042866884,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,80-140,0.01,1.0,9,0.026114196804124773,0.20823977908479446,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,70-100,0.05,1.0,0,0.13944804455231577,0.2082397836273102,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,70-120,0.05,1.0,8,0.06816942853676959,0.20823977636341504,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,70-140,0.05,1.0,7,0.034486406342706936,0.20823977761874798,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,80-100,0.05,1.0,0,0.162532083242729,0.20823978423820294,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,80-120,0.05,1.0,4,0.07387718555967233,0.22182837887866533,results/Tanaka/Tanaka-Body-1.5/tanaka_comparison_1_2025_08_21-09_35_26.json,14
Body-Abdomen,1.5,80-140,0.05,1.0,9,0.03899180243915496,0.20823977991644968,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,70-100,0.1,1.0,5,0.08279568609148005,0.20823978013405145,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,70-120,0.1,1.0,5,0.09025835352451353,0.20823978256741837,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,70-140,0.1,1.0,8,0.028766773866565377,0.20823977966132767,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,80-100,0.1,1.0,5,0.11915374441527932,0.20823978257317746,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,80-120,0.1,1.0,1,0.07139320877632802,0.2082397801877569,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,1.5,80-140,0.1,1.0,8,0.03738345176210741,0.20823977924964077,results/Saito/Saito-Body-1.5/saito_comparison_1_2025_08_08-17_20_07.json,9
Body-Abdomen,2,70-100,0.01,0.25,9,0.11313085871471835,0.2779747563613331,results/Tanaka/Tanaka-Body-2/tanaka_comparison_0.25_2025_08_21-10_17_09.json,14
Body-Abdomen,2,70-120,0.01,0.25,8,0.08718451404986656,0.1913880077405396,results/Tanaka/Tanaka-Body-2/tanaka_comparison_0.25_2025_08_21-10_17_09.json,14
Body-Abdomen,2,70-140,0.01,0.25,7,0.02700346959639674,0.20823978070663987,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,80-100,0.01,0.25,4,0.1606792261079414,0.2082397876592682,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,80-120,0.01,0.25,1,0.06847721720514428,0.20823978002392285,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,80-140,0.01,0.25,7,0.02996721225859872,0.2082397832469509,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,70-100,0.05,0.25,9,0.09238428850461237,0.20823977140143116,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,70-120,0.05,0.25,8,0.07364788058479785,0.208239775318392,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,70-140,0.05,0.25,7,0.10558468653123478,0.20823977907455926,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,80-100,0.05,0.25,4,0.19625100798912626,0.20823978060778658,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,80-120,0.05,0.25,7,0.10179890064571942,0.20823977826886192,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,80-140,0.05,0.25,7,0.09469737141147741,0.20823978024111606,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,70-100,0.1,0.25,7,0.25784780279534636,0.20823977869270813,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,70-120,0.1,0.25,7,0.06093212967857979,0.20823976952048218,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,70-140,0.1,0.25,6,0.08045197366595744,0.20823979163383824,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,80-100,0.1,0.25,3,0.2749894163628586,0.2082397978749304,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,80-120,0.1,0.25,7,0.1269824592421295,0.2082397883729835,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,80-140,0.1,0.25,6,0.07303119448233836,0.2082397833670933,results/Saito/Saito-Body-2/saito_comparison_0.25_2025_08_08-18_45_53.json,9
Body-Abdomen,2,70-100,0.01,0.5,9,0.10603438746137156,0.20823977792526122,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,70-120,0.01,0.5,9,0.04653668965856883,0.20823977794149243,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,70-140,0.01,0.5,7,0.03809666060724057,0.19834440250962332,results/Tanaka/Tanaka-Body-2/tanaka_comparison_0.5_2025_08_21-10_30_03.json,14
Body-Abdomen,2,80-120,0.01,0.5,1,0.024853066525274917,0.20823978024375722,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,80-140,0.01,0.5,3,0.01777879828232967,0.20823977993684165,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,70-100,0.05,0.5,7,0.1419850898821971,0.20823977529944876,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,70-120,0.05,0.5,4,0.0842352138280564,0.20823978144954938,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,70-140,0.05,0.5,7,0.027855520884013003,0.2082397738220597,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,80-120,0.05,0.5,0,0.07592128650051336,0.20823978127060044,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,80-140,0.05,0.5,7,0.02474150733528867,0.2082397779021012,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,70-100,0.1,0.5,2,0.17023430631364037,0.20823977994340015,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,70-120,0.1,0.5,3,0.07147612681211127,0.2082397792798825,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,70-140,0.1,0.5,3,0.06292531461187449,0.2082397830819513,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,80-120,0.1,0.5,3,0.09047346393384496,0.20823978514513636,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,80-140,0.1,0.5,3,0.05552225803092129,0.2082397870389482,results/Saito/Saito-Body-2/saito_comparison_0.5_2025_08_08-19_04_45.json,9
Body-Abdomen,2,70-100,0.01,0.75,9,0.11480672655600377,0.20823978024713874,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,70-120,0.01,0.75,7,0.04126904629076494,0.20823977952386788,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,70-140,0.01,0.75,8,0.01921555064148556,0.20721451094656584,results/Tanaka/Tanaka-Body-2/tanaka_comparison_0.75_2025_08_21-10_43_08.json,14
Body-Abdomen,2,80-120,0.01,0.75,1,0.03616075856936127,0.20823978048634145,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,80-140,0.01,0.75,6,0.01471481033051348,0.20823978239274388,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,70-100,0.05,0.75,6,0.11738546179697501,0.23578619054369002,results/Tanaka/Tanaka-Body-2/tanaka_comparison_0.75_2025_08_21-10_43_08.json,14
Body-Abdomen,2,70-120,0.05,0.75,4,0.03186022393433383,0.20823977780425848,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,70-140,0.05,0.75,6,0.01858519311599589,0.2082397772237151,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,80-120,0.05,0.75,4,0.03232951181222365,0.20823977758782056,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,80-140,0.05,0.75,8,0.026335895698027342,0.20823977844471958,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,70-100,0.1,0.75,9,0.1044092504248425,0.20823978207256516,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,70-120,0.1,0.75,3,0.041713429021688384,0.20823978119682282,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,70-140,0.1,0.75,5,0.05354589441187856,0.20823978068677115,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,80-120,0.1,0.75,7,0.06453127899673385,0.2082397805625239,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,80-140,0.1,0.75,5,0.03396422892929281,0.20823978133730478,results/Saito/Saito-Body-2/saito_comparison_0.75_2025_08_08-19_23_54.json,9
Body-Abdomen,2,70-100,0.01,1.0,9,0.12497070695445456,0.20823978004945265,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,70-120,0.01,1.0,7,0.04671960785689698,0.20823977854754375,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,70-140,0.01,1.0,8,0.017670829232289915,0.20424319671969982,results/Tanaka/Tanaka-Body-2/tanaka_comparison_1_2025_08_21-10_55_55.json,14
Body-Abdomen,2,80-100,0.01,1.0,9,0.14207120956417435,0.20823978179061284,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,80-120,0.01,1.0,7,0.053133107411270246,0.20823978080537434,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,80-140,0.01,1.0,0,0.024261350055677398,0.20823977993791168,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,70-100,0.05,1.0,6,0.12390366922509694,0.22595204861106097,results/Tanaka/Tanaka-Body-2/tanaka_comparison_1_2025_08_21-10_55_55.json,14
Body-Abdomen,2,70-120,0.05,1.0,8,0.046321479964461315,0.20823977521587755,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,70-140,0.05,1.0,6,0.027000462593849688,0.2082397748295789,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,80-100,0.05,1.0,5,0.16701090531506993,0.20823978165902748,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,80-120,0.05,1.0,4,0.04339175141427688,0.20823977800464355,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,80-140,0.05,1.0,2,0.03380727716022333,0.20823977778721967,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,70-100,0.1,1.0,9,0.07717511330804715,0.20823978001567836,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,70-120,0.1,1.0,7,0.0505472014412003,0.20823977925342943,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,70-140,0.1,1.0,4,0.04262738975802955,0.2082397766908287,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,80-100,0.1,1.0,9,0.1269031677753915,0.20823978178617383,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,80-120,0.1,1.0,4,0.06798217007197022,0.2082397792662097,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,2,80-140,0.1,1.0,5,0.03755868248184237,0.20823977906839022,results/Saito/Saito-Body-2/saito_comparison_1_2025_08_08-19_44_58.json,9
Body-Abdomen,3,70-100,0.01,0.25,8,0.09076893440517526,0.20823978127121356,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,70-120,0.01,0.25,9,0.07859761703671449,0.1908610003054831,results/Tanaka/Tanaka-Body-3/tanaka_comparison_0.25_2025_08_21-11_13_03.json,14
Body-Abdomen,3,70-140,0.01,0.25,2,0.05290765750073583,0.20384973347276217,results/Tanaka/Tanaka-Body-3/tanaka_comparison_0.25_2025_08_21-11_13_03.json,14
Body-Abdomen,3,80-100,0.01,0.25,3,0.15392582970385454,0.20823978345194535,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,80-120,0.01,0.25,6,0.08418992093347026,0.20823977943622576,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,80-140,0.01,0.25,1,0.03660628519883223,0.20823978669522122,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,70-100,0.05,0.25,4,0.16491350642661745,0.20823978227718634,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,70-120,0.05,0.25,7,0.08099136142547893,0.2082397843244503,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,70-140,0.05,0.25,8,0.0907419302676309,0.2082397704210427,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,80-100,0.05,0.25,2,0.2570697286985615,0.2082397710953164,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,80-120,0.05,0.25,7,0.08716449596238723,0.20823978214301442,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,80-140,0.05,0.25,8,0.0907419302676309,0.2082397740156085,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,70-100,0.1,0.25,3,0.15511091753371964,0.2082397916183653,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,70-120,0.1,0.25,0,0.12666933568997044,0.20823978047505695,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,70-140,0.1,0.25,4,0.0936407231720197,0.20823977524883794,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,80-100,0.1,0.25,3,0.15302582586483937,0.20823978495691178,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,80-120,0.1,0.25,0,0.12666933568997044,0.20823978798424303,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,80-140,0.1,0.25,9,0.11138232742895383,0.20823978044884545,results/Saito/Saito-Body-3/saito_comparison_0.25_2025_08_08-21_04_55.json,9
Body-Abdomen,3,70-100,0.01,0.5,5,0.08186130591617809,0.23735508963288052,results/Tanaka/Tanaka-Body-3/tanaka_comparison_0.5_2025_08_21-11_26_09.json,14
Body-Abdomen,3,70-120,0.01,0.5,3,0.026569197287947956,0.20823977724682569,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,70-140,0.01,0.5,9,0.013817861186221593,0.20823977931300136,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,80-120,0.01,0.5,3,0.038227530653047744,0.20823978009616992,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,80-140,0.01,0.5,3,0.01672559486227958,0.20823978000412677,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,70-100,0.05,0.5,3,0.04002481971946444,0.20823977710097222,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,70-120,0.05,0.5,7,0.036008927791684554,0.2082397769348058,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,70-140,0.05,0.5,5,0.04209017421150794,0.20823977851345027,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,80-120,0.05,0.5,1,0.03823115068620812,0.20823977647965253,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,80-140,0.05,0.5,5,0.04804617482329035,0.20823977961698106,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,70-100,0.1,0.5,4,0.0774786510447139,0.2082397798773314,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,70-120,0.1,0.5,7,0.06022984173336416,0.20823977609578193,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,70-140,0.1,0.5,6,0.045768771971645805,0.20823978097657483,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,80-120,0.1,0.5,4,0.09366999648929453,0.20823977740179625,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,80-140,0.1,0.5,6,0.04680949029064324,0.2082397784680873,results/Saito/Saito-Body-3/saito_comparison_0.5_2025_08_08-21_21_27.json,9
Body-Abdomen,3,70-100,0.01,0.75,3,0.09959410696926294,0.20823977951742867,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,70-120,0.01,0.75,1,0.041136097044992846,0.1997418420538762,results/Tanaka/Tanaka-Body-3/tanaka_comparison_0.75_2025_08_21-11_39_19.json,14
