phantom,thickness,kvp_pair,noise_level,radius,pair_index,rmse_rel_rho,rmse_rel_z,selected_file,n_materials
Body-Abdomen,3,70-140,0.01,0.75,8,0.015147832026085184,0.20178591816071353,results/Tanaka/Tanaka-Body-3/tanaka_comparison_0.75_2025_08_21-11_39_19.json,14
Body-Abdomen,3,80-120,0.01,0.75,9,0.03651804860188437,0.20823978074598498,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,80-140,0.01,0.75,9,0.015862403967070834,0.2082397795498071,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,70-100,0.05,0.75,9,0.07417761723117651,0.20823977949506972,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,70-120,0.05,0.75,1,0.03347780462052837,0.20823977712668884,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,70-140,0.05,0.75,5,0.029626654339171707,0.2082397791118025,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,80-120,0.05,0.75,1,0.03361857371976616,0.20823977681126576,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,80-140,0.05,0.75,4,0.027200447823480186,0.2082397796396715,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,70-100,0.1,0.75,4,0.07661400744347717,0.2082397794857708,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,70-120,0.1,0.75,7,0.018509335790237908,0.20823977514426034,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,70-140,0.1,0.75,6,0.0350256842874956,0.2082397786465248,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,80-120,0.1,0.75,6,0.040458949196748535,0.20823977701258337,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,80-140,0.1,0.75,6,0.04193568045029216,0.20823977768822868,results/Saito/Saito-Body-3/saito_comparison_0.75_2025_08_08-21_52_31.json,9
Body-Abdomen,3,70-100,0.01,1.0,0,0.1334095641900627,0.20410696372551693,results/Tanaka/Tanaka-Body-3/tanaka_comparison_1_2025_08_21-11_51_56.json,14
Body-Abdomen,3,70-120,0.01,1.0,5,0.052224669360011716,0.20627881751993343,results/Tanaka/Tanaka-Body-3/tanaka_comparison_1_2025_08_21-11_51_56.json,14
Body-Abdomen,3,70-140,0.01,1.0,3,0.012976552865003417,0.20276485743255696,results/Tanaka/Tanaka-Body-3/tanaka_comparison_1_2025_08_21-11_51_56.json,14
Body-Abdomen,3,80-100,0.01,1.0,8,0.15539698130382426,0.20823978328093531,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,80-120,0.01,1.0,1,0.06197944132643588,0.20823978110166827,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,80-140,0.01,1.0,5,0.01598984783138986,0.20823977934644822,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,70-100,0.05,1.0,0,0.10231243093825795,0.2082397793774824,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,70-120,0.05,1.0,1,0.03352905363742063,0.20823977641538366,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,70-140,0.05,1.0,8,0.02356398423720498,0.210025073428499,results/Tanaka/Tanaka-Body-3/tanaka_comparison_1_2025_08_21-11_51_56.json,14
Body-Abdomen,3,80-100,0.05,1.0,7,0.12616288076213894,0.20823978199430207,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,80-120,0.05,1.0,7,0.04158150658084541,0.20823977829872833,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,80-140,0.05,1.0,7,0.04052861856829629,0.20823977694012705,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,70-100,0.1,1.0,7,0.06643191143877519,0.20823977550630743,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,70-120,0.1,1.0,8,0.027558969050162852,0.22155747051078375,results/Tanaka/Tanaka-Body-3/tanaka_comparison_1_2025_08_21-11_51_56.json,14
Body-Abdomen,3,70-140,0.1,1.0,1,0.02553711169453743,0.20823977576062136,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,80-100,0.1,1.0,7,0.11267236575773423,0.20823978054913908,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,80-120,0.1,1.0,7,0.07290263026665753,0.20823977859988838,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,3,80-140,0.1,1.0,4,0.03188016673883413,0.20823977744447303,results/Saito/Saito-Body-3/saito_comparison_1_2025_08_08-22_20_28.json,9
Body-Abdomen,4,70-100,0.01,0.25,1,0.08773737946390123,0.2082397794880563,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,70-120,0.01,0.25,3,0.0445937613869586,0.20823978215855765,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,70-140,0.01,0.25,2,0.012783134714205838,0.20823978176715605,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,80-100,0.01,0.25,4,0.149421134888797,0.20823978096760115,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,80-120,0.01,0.25,4,0.04200023550046357,0.20823978110963082,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,80-140,0.01,0.25,2,0.022515887782356768,0.20823977779956326,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,70-100,0.05,0.25,8,0.10124390659540862,0.20823977323443135,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,70-120,0.05,0.25,0,0.14915868835991336,0.22524122331185187,results/Tanaka/Tanaka-Body-4/tanaka_comparison_0.25_2025_08_21-12_05_26.json,14
Body-Abdomen,4,70-140,0.05,0.25,3,0.11332752363126108,0.20823978090540052,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,80-100,0.05,0.25,1,0.2060927654554736,0.20823977879042985,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,80-120,0.05,0.25,9,0.1895237897237178,0.2082397908098456,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,80-140,0.05,0.25,3,0.1201912971274402,0.20823978316026256,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,70-100,0.1,0.25,7,0.19788607389432622,0.2082397780665632,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,70-120,0.1,0.25,6,0.11029637969718814,0.2082397823080688,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,70-140,0.1,0.25,0,0.10911425454205625,0.20823978772736074,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,80-100,0.1,0.25,4,0.2379512978376395,0.20823977324979084,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,80-120,0.1,0.25,3,0.04879408860124498,0.2082397761312137,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,80-140,0.1,0.25,0,0.10911425454205625,0.2082397828171953,results/Saito/Saito-Body-4/saito_comparison_0.25_2025_08_09-15_13_17.json,9
Body-Abdomen,4,70-100,0.01,0.5,8,0.10461721373454716,0.20823977979539976,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,70-120,0.01,0.5,2,0.039547046486057315,0.20823977762087129,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,70-140,0.01,0.5,8,0.024726783205506274,0.19600334201138206,results/Tanaka/Tanaka-Body-4/tanaka_comparison_0.5_2025_08_21-12_18_38.json,14
Body-Abdomen,4,80-120,0.01,0.5,5,0.044170916729483235,0.20823978051523914,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,80-140,0.01,0.5,6,0.026816900268381443,0.20823978255542905,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,70-100,0.05,0.5,8,0.11327161998748887,0.20823977739044122,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,70-120,0.05,0.5,3,0.0749497417741405,0.20628014005549616,results/Tanaka/Tanaka-Body-4/tanaka_comparison_0.5_2025_08_21-12_18_38.json,14
Body-Abdomen,4,70-140,0.05,0.5,5,0.031201215206790325,0.20823977684431677,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,80-120,0.05,0.5,9,0.09238268086034097,0.21134583691323247,results/Tanaka/Tanaka-Body-4/tanaka_comparison_0.5_2025_08_21-12_18_38.json,14
Body-Abdomen,4,80-140,0.05,0.5,5,0.030529905432304275,0.20823977531289603,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,70-100,0.1,0.5,6,0.1308159847462976,0.20823977740396327,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,70-120,0.1,0.5,6,0.0927065244537003,0.20823977719929693,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,70-140,0.1,0.5,8,0.05103837254047045,0.20823977515724446,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,80-120,0.1,0.5,3,0.08005177372539911,0.20823977741423363,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,80-140,0.1,0.5,8,0.05762487752961693,0.20823977586394513,results/Saito/Saito-Body-4/saito_comparison_0.5_2025_08_09-15_29_46.json,9
Body-Abdomen,4,70-100,0.01,0.75,0,0.09724085760725391,0.21738576362446033,results/Tanaka/Tanaka-Body-4/tanaka_comparison_0.75_2025_08_21-12_31_44.json,14
Body-Abdomen,4,70-120,0.01,0.75,4,0.01942856189255864,0.2082397774265719,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,70-140,0.01,0.75,8,0.01780956002922645,0.194990445289257,results/Tanaka/Tanaka-Body-4/tanaka_comparison_0.75_2025_08_21-12_31_44.json,14
Body-Abdomen,4,80-120,0.01,0.75,4,0.022712670948592736,0.20823978058670442,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,80-140,0.01,0.75,3,0.006540099784457041,0.2082397790153312,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,70-100,0.05,0.75,8,0.029924163284729532,0.2082397759823742,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,70-120,0.05,0.75,8,0.026800063740772744,0.20823977468612195,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,70-140,0.05,0.75,5,0.01284856017271548,0.2082397758943039,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,80-120,0.05,0.75,1,0.06086799959686352,0.2082397819285166,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,80-140,0.05,0.75,5,0.007407336985653514,0.20823977703848032,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,70-100,0.1,0.75,2,0.08978693438810319,0.2082397812731786,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,70-120,0.1,0.75,6,0.061943718748472404,0.20823977862155013,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,70-140,0.1,0.75,8,0.030973098950386885,0.2082397743051995,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,80-120,0.1,0.75,6,0.07945326282938525,0.20823978101240664,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,80-140,0.1,0.75,9,0.04156111505481076,0.20823977806126448,results/Saito/Saito-Body-4/saito_comparison_0.75_2025_08_09-15_47_01.json,9
Body-Abdomen,4,70-100,0.01,1.0,0,0.11566639816092508,0.21159334580202316,results/Tanaka/Tanaka-Body-4/tanaka_comparison_1_2025_08_21-12_44_43.json,14
Body-Abdomen,4,70-120,0.01,1.0,2,0.047906216060084654,0.20703175407922184,results/Tanaka/Tanaka-Body-4/tanaka_comparison_1_2025_08_21-12_44_43.json,14
Body-Abdomen,4,70-140,0.01,1.0,1,0.014169889203399672,0.20334631231375655,results/Tanaka/Tanaka-Body-4/tanaka_comparison_1_2025_08_21-12_44_43.json,14
Body-Abdomen,4,80-100,0.01,1.0,8,0.16068301529676401,0.20823978356990078,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,80-120,0.01,1.0,4,0.07054881657913097,0.20823978137682678,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,80-140,0.01,1.0,4,0.017802307580653577,0.2082397793686414,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,70-100,0.05,1.0,8,0.08568711511767864,0.20823977651506156,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,70-120,0.05,1.0,7,0.0355993706757763,0.2082397777155271,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,70-140,0.05,1.0,1,0.017598779726561094,0.20823977751329825,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,80-100,0.05,1.0,8,0.14581997148490086,0.20823978326618162,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,80-120,0.05,1.0,7,0.042492929540348036,0.20823977993064569,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,80-140,0.05,1.0,6,0.02055232133012102,0.20823977573792615,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,70-100,0.1,1.0,2,0.10012831315745309,0.2082397794540621,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,70-120,0.1,1.0,0,0.04591888072717687,0.23019444504350753,results/Tanaka/Tanaka-Body-4/tanaka_comparison_1_2025_08_21-12_44_43.json,14
Body-Abdomen,4,70-140,0.1,1.0,8,0.025671707895541025,0.20823977470283875,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,80-100,0.1,1.0,2,0.12030373198091006,0.20823978354801972,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,80-120,0.1,1.0,4,0.10262419770416585,0.2082397778665815,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,4,80-140,0.1,1.0,7,0.03735853106673107,0.20823977569178728,results/Saito/Saito-Body-4/saito_comparison_1_2025_08_09-16_05_03.json,9
Body-Abdomen,6,70-100,0.01,0.25,7,0.07924116961397795,0.20823978238260546,results/Saito/Saito-Body-6/saito_comparison_0.25_2025_08_09-16_14_20.json,9
Body-Abdomen,6,70-140,0.01,0.25,9,0.05323054379707843,0.19773945184895736,results/Tanaka/Tanaka-Body-6/tanaka_comparison_0.25_2025_08_21-12_49_43.json,14
Body-Abdomen,6,70-100,0.05,0.25,3,0.13505671123603102,0.2082397848677503,results/Saito/Saito-Body-6/saito_comparison_0.25_2025_08_09-16_14_20.json,9
Body-Abdomen,6,70-140,0.05,0.25,6,0.12283847620309486,0.20823978874918123,results/Saito/Saito-Body-6/saito_comparison_0.25_2025_08_09-16_14_20.json,9
Body-Abdomen,6,70-100,0.1,0.25,6,0.20828101528765,0.20823978890177933,results/Saito/Saito-Body-6/saito_comparison_0.25_2025_08_09-16_14_20.json,9
Body-Abdomen,6,70-140,0.1,0.25,1,0.09082563517758413,0.20823978391512124,results/Saito/Saito-Body-6/saito_comparison_0.25_2025_08_09-16_14_20.json,9
Body-Abdomen,6,70-100,0.01,0.5,4,0.09962226421975483,0.20823977835383634,results/Saito/Saito-Body-6/saito_comparison_0.5_2025_08_09-16_20_14.json,9
Body-Abdomen,6,70-140,0.01,0.5,7,0.026296458264465937,0.20035368199100903,results/Tanaka/Tanaka-Body-6/tanaka_comparison_0.5_2025_08_21-12_58_11.json,14
Body-Abdomen,6,70-100,0.05,0.5,3,0.048274852527534905,0.2082397784845771,results/Saito/Saito-Body-6/saito_comparison_0.5_2025_08_09-16_20_14.json,9
Body-Abdomen,6,70-140,0.05,0.5,2,0.059058835767037215,0.206744678353693,results/Tanaka/Tanaka-Body-6/tanaka_comparison_0.5_2025_08_21-12_58_11.json,14
Body-Abdomen,6,70-100,0.1,0.5,6,0.08051954168941086,0.2082397766441096,results/Saito/Saito-Body-6/saito_comparison_0.5_2025_08_09-16_20_14.json,9
Body-Abdomen,6,70-140,0.1,0.5,7,0.04256364191788283,0.20823977705514632,results/Saito/Saito-Body-6/saito_comparison_0.5_2025_08_09-16_20_14.json,9
Body-Abdomen,6,70-100,0.01,0.75,4,0.10772625652097687,0.20823977971626362,results/Saito/Saito-Body-6/saito_comparison_0.75_2025_08_09-16_26_08.json,9
Body-Abdomen,6,70-140,0.01,0.75,7,0.020827626406138115,0.19862527737121866,results/Tanaka/Tanaka-Body-6/tanaka_comparison_0.75_2025_08_21-13_02_36.json,14
Body-Abdomen,6,70-100,0.05,0.75,3,0.08610998763617207,0.2082397799829744,results/Saito/Saito-Body-6/saito_comparison_0.75_2025_08_09-16_26_08.json,9
Body-Abdomen,6,70-140,0.05,0.75,2,0.02620273409046026,0.20919255161172953,results/Tanaka/Tanaka-Body-6/tanaka_comparison_0.75_2025_08_21-13_02_36.json,14
Body-Abdomen,6,70-100,0.1,0.75,9,0.1038187673487796,0.20823978286604578,results/Saito/Saito-Body-6/saito_comparison_0.75_2025_08_09-16_26_08.json,9
Body-Abdomen,6,70-140,0.1,0.75,1,0.05319399176073782,0.20823978033291451,results/Saito/Saito-Body-6/saito_comparison_0.75_2025_08_09-16_26_08.json,9
Body-Abdomen,6,70-100,0.01,1.0,7,0.12480982582754971,0.20823978026910694,results/Saito/Saito-Body-6/saito_comparison_1_2025_08_09-16_32_01.json,9
Body-Abdomen,6,70-140,0.01,1.0,8,0.017899572062446353,0.20246692467342928,results/Tanaka/Tanaka-Body-6/tanaka_comparison_1_2025_08_21-13_07_00.json,14
Body-Abdomen,6,70-100,0.05,1.0,3,0.09864986363602923,0.2082397815799144,results/Saito/Saito-Body-6/saito_comparison_1_2025_08_09-16_32_01.json,9
Body-Abdomen,6,70-140,0.05,1.0,4,0.022541914802290848,0.20823977669233606,results/Saito/Saito-Body-6/saito_comparison_1_2025_08_09-16_32_01.json,9
Body-Abdomen,6,70-100,0.1,1.0,7,0.11707381397135021,0.22352286766962762,results/Tanaka/Tanaka-Body-6/tanaka_comparison_1_2025_08_21-13_07_00.json,14
Body-Abdomen,6,70-140,0.1,1.0,7,0.032234040850482565,0.20399964635441897,results/Tanaka/Tanaka-Body-6/tanaka_comparison_1_2025_08_21-13_07_00.json,14
Body-Abdomen,8,70-100,0.01,0.25,2,0.1131812889368123,0.2034145792445469,results/Tanaka/Tanaka-Body-8/tanaka_comparison_0.25_2025_08_21-13_19_59.json,14
Body-Abdomen,8,70-120,0.01,0.25,7,0.033749690357190734,0.20823977970935528,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,70-140,0.01,0.25,6,0.019899189554025875,0.2082397794380303,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,80-100,0.01,0.25,5,0.14908231006465347,0.2082397823242819,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,80-120,0.01,0.25,7,0.04316994324080208,0.2082397734158617,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,80-140,0.01,0.25,5,0.03767779471256169,0.208239779718672,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,70-100,0.05,0.25,5,0.11573439742660999,0.20823978688523076,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,70-120,0.05,0.25,2,0.08131080815399577,0.20823978429312828,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,70-140,0.05,0.25,0,0.07778334750021902,0.20823978347295757,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,80-100,0.05,0.25,5,0.12749943792954904,0.20823978027492407,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,80-120,0.05,0.25,2,0.08573473390931999,0.20823977786290732,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,80-140,0.05,0.25,0,0.07778334750021902,0.20823978673082727,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,70-100,0.1,0.25,7,0.12015978868579147,0.20823978667915577,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,70-120,0.1,0.25,1,0.1347600003096273,0.20823977814995837,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,70-140,0.1,0.25,2,0.0882476743306053,0.2082397801417601,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,80-100,0.1,0.25,0,0.18071743167155266,0.20823977402870375,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,80-120,0.1,0.25,1,0.1347600003096273,0.20823979166077194,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,80-140,0.1,0.25,2,0.07058045898771334,0.2082397761268967,results/Saito/Saito-Body-8/saito_comparison_0.25_2025_08_09-18_54_37.json,9
Body-Abdomen,8,70-100,0.01,0.5,6,0.09891794774096227,0.20950701217910114,results/Tanaka/Tanaka-Body-8/tanaka_comparison_0.5_2025_08_21-13_33_08.json,14
Body-Abdomen,8,70-120,0.01,0.5,7,0.03906680871596741,0.20823977911472635,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,70-140,0.01,0.5,2,0.014150041399537234,0.20823977951019185,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,80-120,0.01,0.5,7,0.028371314839135815,0.2082397798706219,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,80-140,0.01,0.5,7,0.010395662690802455,0.20823978040608185,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,70-100,0.05,0.5,5,0.09572357438375063,0.20823978119599926,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,70-120,0.05,0.5,6,0.06212514452449692,0.2082397739899813,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,70-140,0.05,0.5,8,0.034282504153966484,0.20823977921890446,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,80-120,0.05,0.5,6,0.09049164347949873,0.2082397816325161,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,80-140,0.05,0.5,8,0.028594266376948816,0.2082397774265987,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,70-100,0.1,0.5,7,0.12370601471957057,0.20823978311673388,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,70-120,0.1,0.5,3,0.05333083075362291,0.20823977368783464,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,70-140,0.1,0.5,3,0.050895429786769635,0.2082397741470176,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,80-120,0.1,0.5,4,0.0936696000511414,0.20823977283466605,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,80-140,0.1,0.5,4,0.042993429430542705,0.20823977190867007,results/Saito/Saito-Body-8/saito_comparison_0.5_2025_08_09-19_10_50.json,9
Body-Abdomen,8,70-100,0.01,0.75,2,0.10539335285377009,0.19858346198380647,results/Tanaka/Tanaka-Body-8/tanaka_comparison_0.75_2025_08_21-13_46_20.json,14
Body-Abdomen,8,70-120,0.01,0.75,0,0.025343459241834954,0.20361165497179748,results/Tanaka/Tanaka-Body-8/tanaka_comparison_0.75_2025_08_21-13_46_20.json,14
Body-Abdomen,8,70-140,0.01,0.75,7,0.014863041328013245,0.20266290037756776,results/Tanaka/Tanaka-Body-8/tanaka_comparison_0.75_2025_08_21-13_46_20.json,14
Body-Abdomen,8,80-120,0.01,0.75,2,0.043964276761194084,0.20823978251872607,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
Body-Abdomen,8,80-140,0.01,0.75,2,0.007988602723287401,0.20823978028082585,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
Body-Abdomen,8,70-100,0.05,0.75,6,0.08362489042774132,0.20823977835598093,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
Body-Abdomen,8,70-120,0.05,0.75,9,0.029671802483995483,0.20823977835756696,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
